audit_id,transaction_id,event_type,timestamp,from_state,to_state,proposed_action,final_action,policy_note,reason,policy_version,actor,correlation_id
AUD_20260903104116073758,TXN0141,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.073758+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0141
AUD_20260903104116075159,TXN0142,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.075159+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0142
AUD_20260903104116076571,TXN0143,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.076571+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0143
AUD_20260903104116077887,TXN0144,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.077887+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0144
AUD_20260903104116079045,TXN0145,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.079045+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0145
AUD_20260903104116080205,TXN0146,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.080205+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0146
AUD_20260903104116081357,TXN0147,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.081357+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0147
AUD_20260903104116082451,TXN0148,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.082451+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0148
AUD_20260903104116083615,TXN0149,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.083615+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0149
AUD_20260903104116084784,TXN0150,FAILED_PAYMENT_RECEIVED,2026-09-03T10:41:16.084784+00:00,,FAILED,,,,,v1.0,RECOVERY_PIPELINE,RECOVERY_TXN0150
AUD_20260903104116152098,TXN0001,FAILURE_CLASSIFIED,2026-09-03T10:41:16.152098+00:00,FAILED,CLASSIFIED,manual_review,,,Failure classified as fraud_blocked,v1.0,CLASSIFIER,RECOVERY_TXN0001
AUD_20260903104116152667,TXN0001,ACTION_PROPOSED,2026-09-03T10:41:16.152667+00:00,CLASSIFIED,ACTION_PROPOSED,manual_review,,,Proposed recovery action: manual_review,v1.0,CLASSIFIER,RECOVERY_TXN0001
AUD_20260903104116153267,TXN0002,FAILURE_CLASSIFIED,2026-09-03T10:41:16.153267+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0002
AUD_20260903104116153960,TXN0002,ACTION_PROPOSED,2026-09-03T10:41:16.153960+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0002
AUD_20260903104116154633,TXN0003,FAILURE_CLASSIFIED,2026-09-03T10:41:16.154633+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0003
AUD_20260903104116155085,TXN0003,ACTION_PROPOSED,2026-09-03T10:41:16.155085+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0003
AUD_20260903104116155717,TXN0004,FAILURE_CLASSIFIED,2026-09-03T10:41:16.155717+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as card_expired,v1.0,CLASSIFIER,RECOVERY_TXN0004
AUD_20260903104116156170,TXN0004,ACTION_PROPOSED,2026-09-03T10:41:16.156170+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0004
AUD_20260903104116156804,TXN0005,FAILURE_CLASSIFIED,2026-09-03T10:41:16.156804+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0005
AUD_20260903104116157268,TXN0005,ACTION_PROPOSED,2026-09-03T10:41:16.157268+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0005
AUD_20260903104116157789,TXN0006,FAILURE_CLASSIFIED,2026-09-03T10:41:16.157789+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0006
AUD_20260903104116158278,TXN0006,ACTION_PROPOSED,2026-09-03T10:41:16.158278+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0006
AUD_20260903104116158874,TXN0007,FAILURE_CLASSIFIED,2026-09-03T10:41:16.158874+00:00,FAILED,CLASSIFIED,mark_lost,,,Failure classified as customer_cancelled,v1.0,CLASSIFIER,RECOVERY_TXN0007
AUD_20260903104116159311,TXN0007,ACTION_PROPOSED,2026-09-03T10:41:16.159311+00:00,CLASSIFIED,ACTION_PROPOSED,mark_lost,,,Proposed recovery action: mark_lost,v1.0,CLASSIFIER,RECOVERY_TXN0007
AUD_20260903104116159882,TXN0008,FAILURE_CLASSIFIED,2026-09-03T10:41:16.159882+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0008
AUD_20260903104116160295,TXN0008,ACTION_PROPOSED,2026-09-03T10:41:16.160295+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0008
AUD_20260903104116160841,TXN0009,FAILURE_CLASSIFIED,2026-09-03T10:41:16.160841+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as invalid_card,v1.0,CLASSIFIER,RECOVERY_TXN0009
AUD_20260903104116161308,TXN0009,ACTION_PROPOSED,2026-09-03T10:41:16.161308+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0009
AUD_20260903104116161870,TXN0010,FAILURE_CLASSIFIED,2026-09-03T10:41:16.161870+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0010
AUD_20260903104116162348,TXN0010,ACTION_PROPOSED,2026-09-03T10:41:16.162348+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0010
AUD_20260903104116162859,TXN0011,FAILURE_CLASSIFIED,2026-09-03T10:41:16.162859+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as invalid_card,v1.0,CLASSIFIER,RECOVERY_TXN0011
AUD_20260903104116163273,TXN0011,ACTION_PROPOSED,2026-09-03T10:41:16.163273+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0011
AUD_20260903104116163863,TXN0012,FAILURE_CLASSIFIED,2026-09-03T10:41:16.163863+00:00,FAILED,CLASSIFIED,mark_lost,,,Failure classified as customer_cancelled,v1.0,CLASSIFIER,RECOVERY_TXN0012
AUD_20260903104116164291,TXN0012,ACTION_PROPOSED,2026-09-03T10:41:16.164291+00:00,CLASSIFIED,ACTION_PROPOSED,mark_lost,,,Proposed recovery action: mark_lost,v1.0,CLASSIFIER,RECOVERY_TXN0012
AUD_20260903104116164790,TXN0013,FAILURE_CLASSIFIED,2026-09-03T10:41:16.164790+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0013
AUD_20260903104116165171,TXN0013,ACTION_PROPOSED,2026-09-03T10:41:16.165171+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0013
AUD_20260903104116165739,TXN0014,FAILURE_CLASSIFIED,2026-09-03T10:41:16.165739+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0014
AUD_20260903104116166136,TXN0014,ACTION_PROPOSED,2026-09-03T10:41:16.166136+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0014
AUD_20260903104116166612,TXN0015,FAILURE_CLASSIFIED,2026-09-03T10:41:16.166612+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0015
AUD_20260903104116166994,TXN0015,ACTION_PROPOSED,2026-09-03T10:41:16.166994+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0015
AUD_20260903104116167476,TXN0016,FAILURE_CLASSIFIED,2026-09-03T10:41:16.167476+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0016
AUD_20260903104116167853,TXN0016,ACTION_PROPOSED,2026-09-03T10:41:16.167853+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0016
AUD_20260903104116168328,TXN0017,FAILURE_CLASSIFIED,2026-09-03T10:41:16.168328+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0017
AUD_20260903104116168713,TXN0017,ACTION_PROPOSED,2026-09-03T10:41:16.168713+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0017
AUD_20260903104116169195,TXN0018,FAILURE_CLASSIFIED,2026-09-03T10:41:16.169195+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0018
AUD_20260903104116169599,TXN0018,ACTION_PROPOSED,2026-09-03T10:41:16.169599+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0018
AUD_20260903104116170355,TXN0019,FAILURE_CLASSIFIED,2026-09-03T10:41:16.170355+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as bank_unavailable,v1.0,CLASSIFIER,RECOVERY_TXN0019
AUD_20260903104116170858,TXN0019,ACTION_PROPOSED,2026-09-03T10:41:16.170858+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0019
AUD_20260903104116171457,TXN0020,FAILURE_CLASSIFIED,2026-09-03T10:41:16.171457+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0020
AUD_20260903104116171884,TXN0020,ACTION_PROPOSED,2026-09-03T10:41:16.171884+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0020
AUD_20260903104116172368,TXN0021,FAILURE_CLASSIFIED,2026-09-03T10:41:16.172368+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0021
AUD_20260903104116172750,TXN0021,ACTION_PROPOSED,2026-09-03T10:41:16.172750+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0021
AUD_20260903104116173257,TXN0022,FAILURE_CLASSIFIED,2026-09-03T10:41:16.173257+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as card_expired,v1.0,CLASSIFIER,RECOVERY_TXN0022
AUD_20260903104116173642,TXN0022,ACTION_PROPOSED,2026-09-03T10:41:16.173642+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0022
AUD_20260903104116174121,TXN0023,FAILURE_CLASSIFIED,2026-09-03T10:41:16.174121+00:00,FAILED,CLASSIFIED,mark_lost,,,Failure classified as customer_cancelled,v1.0,CLASSIFIER,RECOVERY_TXN0023
AUD_20260903104116174507,TXN0023,ACTION_PROPOSED,2026-09-03T10:41:16.174507+00:00,CLASSIFIED,ACTION_PROPOSED,mark_lost,,,Proposed recovery action: mark_lost,v1.0,CLASSIFIER,RECOVERY_TXN0023
AUD_20260903104116174983,TXN0024,FAILURE_CLASSIFIED,2026-09-03T10:41:16.174983+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0024
AUD_20260903104116175358,TXN0024,ACTION_PROPOSED,2026-09-03T10:41:16.175358+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0024
AUD_20260903104116175811,TXN0025,FAILURE_CLASSIFIED,2026-09-03T10:41:16.175811+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0025
AUD_20260903104116176192,TXN0025,ACTION_PROPOSED,2026-09-03T10:41:16.176192+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0025
AUD_20260903104116176648,TXN0026,FAILURE_CLASSIFIED,2026-09-03T10:41:16.176648+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0026
AUD_20260903104116177018,TXN0026,ACTION_PROPOSED,2026-09-03T10:41:16.177018+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0026
AUD_20260903104116177469,TXN0027,FAILURE_CLASSIFIED,2026-09-03T10:41:16.177469+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0027
AUD_20260903104116177842,TXN0027,ACTION_PROPOSED,2026-09-03T10:41:16.177842+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0027
AUD_20260903104116178306,TXN0028,FAILURE_CLASSIFIED,2026-09-03T10:41:16.178306+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as invalid_card,v1.0,CLASSIFIER,RECOVERY_TXN0028
AUD_20260903104116178684,TXN0028,ACTION_PROPOSED,2026-09-03T10:41:16.178684+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0028
AUD_20260903104116179135,TXN0029,FAILURE_CLASSIFIED,2026-09-03T10:41:16.179135+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0029
AUD_20260903104116179507,TXN0029,ACTION_PROPOSED,2026-09-03T10:41:16.179507+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0029
AUD_20260903104116179954,TXN0030,FAILURE_CLASSIFIED,2026-09-03T10:41:16.179954+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as invalid_card,v1.0,CLASSIFIER,RECOVERY_TXN0030
AUD_20260903104116180354,TXN0030,ACTION_PROPOSED,2026-09-03T10:41:16.180354+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0030
AUD_20260903104116180814,TXN0031,FAILURE_CLASSIFIED,2026-09-03T10:41:16.180814+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0031
AUD_20260903104116181188,TXN0031,ACTION_PROPOSED,2026-09-03T10:41:16.181188+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0031
AUD_20260903104116181709,TXN0032,FAILURE_CLASSIFIED,2026-09-03T10:41:16.181709+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0032
AUD_20260903104116182111,TXN0032,ACTION_PROPOSED,2026-09-03T10:41:16.182111+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0032
AUD_20260903104116182580,TXN0033,FAILURE_CLASSIFIED,2026-09-03T10:41:16.182580+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as card_expired,v1.0,CLASSIFIER,RECOVERY_TXN0033
AUD_20260903104116182952,TXN0033,ACTION_PROPOSED,2026-09-03T10:41:16.182952+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0033
AUD_20260903104116183414,TXN0034,FAILURE_CLASSIFIED,2026-09-03T10:41:16.183414+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as bank_unavailable,v1.0,CLASSIFIER,RECOVERY_TXN0034
AUD_20260903104116183791,TXN0034,ACTION_PROPOSED,2026-09-03T10:41:16.183791+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0034
AUD_20260903104116184251,TXN0035,FAILURE_CLASSIFIED,2026-09-03T10:41:16.184251+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0035
AUD_20260903104116184640,TXN0035,ACTION_PROPOSED,2026-09-03T10:41:16.184640+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0035
AUD_20260903104116185106,TXN0036,FAILURE_CLASSIFIED,2026-09-03T10:41:16.185106+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0036
AUD_20260903104116185482,TXN0036,ACTION_PROPOSED,2026-09-03T10:41:16.185482+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0036
AUD_20260903104116186186,TXN0037,FAILURE_CLASSIFIED,2026-09-03T10:41:16.186186+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0037
AUD_20260903104116187123,TXN0037,ACTION_PROPOSED,2026-09-03T10:41:16.187123+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0037
AUD_20260903104116187993,TXN0038,FAILURE_CLASSIFIED,2026-09-03T10:41:16.187993+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as card_expired,v1.0,CLASSIFIER,RECOVERY_TXN0038
AUD_20260903104116188722,TXN0038,ACTION_PROPOSED,2026-09-03T10:41:16.188722+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0038
AUD_20260903104116189778,TXN0039,FAILURE_CLASSIFIED,2026-09-03T10:41:16.189778+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as invalid_card,v1.0,CLASSIFIER,RECOVERY_TXN0039
AUD_20260903104116190479,TXN0039,ACTION_PROPOSED,2026-09-03T10:41:16.190479+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0039
AUD_20260903104116191330,TXN0040,FAILURE_CLASSIFIED,2026-09-03T10:41:16.191330+00:00,FAILED,CLASSIFIED,manual_review,,,Failure classified as fraud_blocked,v1.0,CLASSIFIER,RECOVERY_TXN0040
AUD_20260903104116192190,TXN0040,ACTION_PROPOSED,2026-09-03T10:41:16.192190+00:00,CLASSIFIED,ACTION_PROPOSED,manual_review,,,Proposed recovery action: manual_review,v1.0,CLASSIFIER,RECOVERY_TXN0040
AUD_20260903104116193194,TXN0041,FAILURE_CLASSIFIED,2026-09-03T10:41:16.193194+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0041
AUD_20260903104116193930,TXN0041,ACTION_PROPOSED,2026-09-03T10:41:16.193930+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0041
AUD_20260903104116194687,TXN0042,FAILURE_CLASSIFIED,2026-09-03T10:41:16.194687+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0042
AUD_20260903104116195197,TXN0042,ACTION_PROPOSED,2026-09-03T10:41:16.195197+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0042
AUD_20260903104116195800,TXN0043,FAILURE_CLASSIFIED,2026-09-03T10:41:16.195800+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0043
AUD_20260903104116196293,TXN0043,ACTION_PROPOSED,2026-09-03T10:41:16.196293+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0043
AUD_20260903104116196974,TXN0044,FAILURE_CLASSIFIED,2026-09-03T10:41:16.196974+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0044
AUD_20260903104116197640,TXN0044,ACTION_PROPOSED,2026-09-03T10:41:16.197640+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0044
AUD_20260903104116198363,TXN0045,FAILURE_CLASSIFIED,2026-09-03T10:41:16.198363+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0045
AUD_20260903104116198852,TXN0045,ACTION_PROPOSED,2026-09-03T10:41:16.198852+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0045
AUD_20260903104116199657,TXN0046,FAILURE_CLASSIFIED,2026-09-03T10:41:16.199657+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0046
AUD_20260903104116200241,TXN0046,ACTION_PROPOSED,2026-09-03T10:41:16.200241+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0046
AUD_20260903104116201210,TXN0047,FAILURE_CLASSIFIED,2026-09-03T10:41:16.201210+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0047
AUD_20260903104116201992,TXN0047,ACTION_PROPOSED,2026-09-03T10:41:16.201992+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0047
AUD_20260903104116203000,TXN0048,FAILURE_CLASSIFIED,2026-09-03T10:41:16.203000+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as bank_unavailable,v1.0,CLASSIFIER,RECOVERY_TXN0048
AUD_20260903104116203733,TXN0048,ACTION_PROPOSED,2026-09-03T10:41:16.203733+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0048
AUD_20260903104116204558,TXN0049,FAILURE_CLASSIFIED,2026-09-03T10:41:16.204558+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as invalid_card,v1.0,CLASSIFIER,RECOVERY_TXN0049
AUD_20260903104116205178,TXN0049,ACTION_PROPOSED,2026-09-03T10:41:16.205178+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0049
AUD_20260903104116205964,TXN0050,FAILURE_CLASSIFIED,2026-09-03T10:41:16.205964+00:00,FAILED,CLASSIFIED,retry_later,,,Failure classified as insufficient_funds,v1.0,CLASSIFIER,RECOVERY_TXN0050
AUD_20260903104116206603,TXN0050,ACTION_PROPOSED,2026-09-03T10:41:16.206603+00:00,CLASSIFIED,ACTION_PROPOSED,retry_later,,,Proposed recovery action: retry_later,v1.0,CLASSIFIER,RECOVERY_TXN0050
AUD_20260903104116207409,TXN0051,FAILURE_CLASSIFIED,2026-09-03T10:41:16.207409+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as network_timeout,v1.0,CLASSIFIER,RECOVERY_TXN0051
AUD_20260903104116208054,TXN0051,ACTION_PROPOSED,2026-09-03T10:41:16.208054+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0051
AUD_20260903104116208949,TXN0052,FAILURE_CLASSIFIED,2026-09-03T10:41:16.208949+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as bank_unavailable,v1.0,CLASSIFIER,RECOVERY_TXN0052
AUD_20260903104116209711,TXN0052,ACTION_PROPOSED,2026-09-03T10:41:16.209711+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0052
AUD_20260903104116210391,TXN0053,FAILURE_CLASSIFIED,2026-09-03T10:41:16.210391+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as card_expired,v1.0,CLASSIFIER,RECOVERY_TXN0053
AUD_20260903104116210923,TXN0053,ACTION_PROPOSED,2026-09-03T10:41:16.210923+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0053
AUD_20260903104116211519,TXN0054,FAILURE_CLASSIFIED,2026-09-03T10:41:16.211519+00:00,FAILED,CLASSIFIED,send_nudge,,,Failure classified as invalid_card,v1.0,CLASSIFIER,RECOVERY_TXN0054
AUD_20260903104116212020,TXN0054,ACTION_PROPOSED,2026-09-03T10:41:16.212020+00:00,CLASSIFIED,ACTION_PROPOSED,send_nudge,,,Proposed recovery action: send_nudge,v1.0,CLASSIFIER,RECOVERY_TXN0054
AUD_20260903104116212625,TXN0055,FAILURE_CLASSIFIED,2026-09-03T10:41:16.212625+00:00,FAILED,CLASSIFIED,retry_now,,,Failure classified as bank_unavailable,v1.0,CLASSIFIER,RECOVERY_TXN0055
AUD_20260903104116213163,TXN0055,ACTION_PROPOSED,2026-09-03T10:41:16.213163+00:00,CLASSIFIED,ACTION_PROPOSED,retry_now,,,Proposed recovery action: retry_now,v1.0,CLASSIFIER,RECOVERY_TXN0055
